,object_id,funding_round_code,raised_amount_usd,participants,a,angel,b,c,d,e,f,g,seed,time_since_founded
14443,c:26569,b,41000000,4,0,0,1,0,0,0,0,0,0,3044
2477,c:863,b,4000000,1,0,0,1,0,0,0,0,0,0,3044
9981,c:47162,e,4117456,0,0,0,0,0,0,1,0,0,0,3044
28161,c:9482,seed,4102097,0,0,0,0,0,0,0,0,0,1,3044
4788,c:22712,e,29200000,5,0,0,0,0,0,1,0,0,0,3044
8649,c:19629,d,7950000,3,0,0,0,0,1,0,0,0,0,3044
10027,c:36485,d,26000000,7,0,0,0,0,1,0,0,0,0,3045
18407,c:2519,d,70000000,5,0,0,0,0,1,0,0,0,0,3045
11055,c:21529,a,999950,1,1,0,0,0,0,0,0,0,0,3045
7354,c:13460,e,4000000,2,0,0,0,0,0,1,0,0,0,3047
2135,c:5867,a,5800000,1,1,0,0,0,0,0,0,0,0,3049
5472,c:25525,d,40000000,7,0,0,0,0,1,0,0,0,0,3049
14499,c:83609,a,7000000,2,1,0,0,0,0,0,0,0,0,3050
9414,c:45713,c,18632754.709923664122,1,0,0,0,1,0,0,0,0,0,3050
8497,c:3591,e,3590000,3,0,0,0,0,0,1,0,0,0,3051
8892,c:44293,a,608000,2,1,0,0,0,0,0,0,0,0,3051
10687,c:17387,a,11000000,5,1,0,0,0,0,0,0,0,0,3051
25895,c:113,f,25250029,0,0,0,0,0,0,0,1,0,0,3051
12339,c:6524,d,17200000,6,0,0,0,0,1,0,0,0,0,3053
31822,c:39725,e,1000000,0,0,0,0,0,0,1,0,0,0,3054
10899,c:51489,b,3000000,2,0,0,1,0,0,0,0,0,0,3054
11999,c:48864,b,15000000,3,0,0,1,0,0,0,0,0,0,3054
18710,c:5488,f,35000000,6,0,0,0,0,0,0,1,0,0,3056
5627,c:23000,b,8650000,0,0,0,1,0,0,0,0,0,0,3056
4998,c:23742,a,794000,1,1,0,0,0,0,0,0,0,0,3056
24000,c:5274,d,4000000,0,0,0,0,0,1,0,0,0,0,3057
4858,c:23159,a,2200000,0,1,0,0,0,0,0,0,0,0,3057
8404,c:31253,e,10150000,10,0,0,0,0,0,1,0,0,0,3057
14604,c:34651,e,30000000,8,0,0,0,0,0,1,0,0,0,3057
2055,c:3391,a,3000000,1,1,0,0,0,0,0,0,0,0,3058
14569,c:1616,c,15000000,3,0,0,0,1,0,0,0,0,0,3058
12304,c:43354,c,5000000,5,0,0,0,1,0,0,0,0,0,3059
4792,c:22717,e,25000000,6,0,0,0,0,0,1,0,0,0,3060
24087,c:213329,a,15000000,1,1,0,0,0,0,0,0,0,0,3061
4073,c:17968,c,14000000,2,0,0,0,1,0,0,0,0,0,3063
24148,c:183790,seed,3000000,1,0,0,0,0,0,0,0,0,1,3063
24198,c:215234,seed,5000000,1,0,0,0,0,0,0,0,0,1,3064
10682,c:42459,c,12000000,3,0,0,0,1,0,0,0,0,0,3064
9739,c:46353,a,3000000,1,1,0,0,0,0,0,0,0,0,3065
10686,c:4991,a,7000000,3,1,0,0,0,0,0,0,0,0,3066
8218,c:42027,e,20000000,9,0,0,0,0,0,1,0,0,0,3066
29800,c:25187,seed,332486,0,0,0,0,0,0,0,0,0,1,3066
30180,c:48619,b,7500000,1,0,0,1,0,0,0,0,0,0,3067
18895,c:30492,d,10000000,1,0,0,0,0,1,0,0,0,0,3067
24310,c:217415,a,12000000,0,1,0,0,0,0,0,0,0,0,3068
10311,c:48619,c,24000000,4,0,0,0,1,0,0,0,0,0,3068
24430,c:68396,seed,299222,0,0,0,0,0,0,0,0,0,1,3069
5287,c:24995,b,50000000,8,0,0,1,0,0,0,0,0,0,3069
10849,c:51064,a,2000000,1,1,0,0,0,0,0,0,0,0,3069
2142,c:5915,a,6000000,1,1,0,0,0,0,0,0,0,0,3070
4874,c:23282,b,5490000,2,0,0,1,0,0,0,0,0,0,3071
18969,c:27479,d,25000000,3,0,0,0,0,1,0,0,0,0,3072
20200,c:6489,c,22000000,4,0,0,0,1,0,0,0,0,0,3073
29976,c:173048,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,3073
29809,c:169313,seed,2056426,0,0,0,0,0,0,0,0,0,1,3073
5294,c:25007,c,53000000,1,0,0,0,1,0,0,0,0,0,3073
9149,c:45192,seed,300000,0,0,0,0,0,0,0,0,0,1,3074
31800,c:6460,d,15000000,5,0,0,0,0,1,0,0,0,0,3074
19348,c:62821,angel,1000000,1,0,1,0,0,0,0,0,0,0,3074
3575,c:15605,c,34000000,4,0,0,0,1,0,0,0,0,0,3074
7781,c:39453,a,2000000,1,1,0,0,0,0,0,0,0,0,3074
5241,c:24206,d,5900000,4,0,0,0,0,1,0,0,0,0,3074
10874,c:51311,b,4640000,1,0,0,1,0,0,0,0,0,0,3074
30475,c:49003,a,6923743,0,1,0,0,0,0,0,0,0,0,3075
17522,c:72337,b,2250000,1,0,0,1,0,0,0,0,0,0,3076
8377,c:17503,b,17593800,3,0,0,1,0,0,0,0,0,0,3078
15221,c:25409,angel,832099.38937198067634,3,0,1,0,0,0,0,0,0,0,3079
24738,c:141608,b,11500000,10,0,0,1,0,0,0,0,0,0,3079
7730,c:15554,d,400000,0,0,0,0,0,1,0,0,0,0,3080
10493,c:49415,c,46400000,2,0,0,0,1,0,0,0,0,0,3080
19082,c:160779,c,4700000,0,0,0,0,1,0,0,0,0,0,3080
12100,c:58147,b,12000000,3,0,0,1,0,0,0,0,0,0,3082
7358,c:9614,c,6000000,2,0,0,0,1,0,0,0,0,0,3082
5164,c:5264,e,8000000,0,0,0,0,0,0,1,0,0,0,3083
8710,c:43700,b,7500000,3,0,0,1,0,0,0,0,0,0,3083
6440,c:31488,b,42700000,3,0,0,1,0,0,0,0,0,0,3084
9340,c:27020,d,11000000,5,0,0,0,0,1,0,0,0,0,3084
24900,c:517,b,12750000,4,0,0,1,0,0,0,0,0,0,3085
17086,c:37366,b,900000,1,0,0,1,0,0,0,0,0,0,3085
29450,c:269537,seed,1000,0,0,0,0,0,0,0,0,0,1,3086
10576,c:25945,d,25000000,4,0,0,0,0,1,0,0,0,0,3086
8424,c:19717,e,10000000,4,0,0,0,0,0,1,0,0,0,3086
19173,c:50868,d,25000000,3,0,0,0,0,1,0,0,0,0,3087
11223,c:53470,b,27000000,3,0,0,1,0,0,0,0,0,0,3087
19474,c:163807,angel,300000,0,0,1,0,0,0,0,0,0,0,3088
17479,c:29366,e,98000000,0,0,0,0,0,0,1,0,0,0,3088
5240,c:24206,c,17000000,1,0,0,0,1,0,0,0,0,0,3089
27115,c:33169,seed,2300000,3,0,0,0,0,0,0,0,0,1,3089
5520,c:25839,e,35400000,0,0,0,0,0,0,1,0,0,0,3089
25240,c:230683,seed,2488899,0,0,0,0,0,0,0,0,0,1,3092
14606,c:4654,a,6000000,1,1,0,0,0,0,0,0,0,0,3092
19222,c:145355,b,4000000,1,0,0,1,0,0,0,0,0,0,3092
25214,c:21159,d,60000000,0,0,0,0,0,1,0,0,0,0,3092
25180,c:27486,b,10000000,4,0,0,1,0,0,0,0,0,0,3093
31201,c:37348,d,22617179,0,0,0,0,0,1,0,0,0,0,3095
485,c:676,b,13500000,1,0,0,1,0,0,0,0,0,0,3096
8545,c:20385,c,9000000,3,0,0,0,1,0,0,0,0,0,3097
25313,c:41603,c,39000000,6,0,0,0,1,0,0,0,0,0,3097
8557,c:17829,c,8700000,4,0,0,0,1,0,0,0,0,0,3097
25384,c:59626,b,2300000,1,0,0,1,0,0,0,0,0,0,3098
4352,c:20060,a,12911358,3,1,0,0,0,0,0,0,0,0,3099
4917,c:23425,d,2500000,5,0,0,0,0,1,0,0,0,0,3099
6458,c:31549,d,44000000,8,0,0,0,0,1,0,0,0,0,3101
15114,c:80724,b,11000000,4,0,0,1,0,0,0,0,0,0,3101
19390,c:27355,d,25000000,4,0,0,0,0,1,0,0,0,0,3101
9189,c:37776,c,40000000,2,0,0,0,1,0,0,0,0,0,3101
27142,c:27388,b,16868419,0,0,0,1,0,0,0,0,0,0,3102
586,c:874,a,5000000,2,1,0,0,0,0,0,0,0,0,3103
28287,c:22850,a,5000000,0,1,0,0,0,0,0,0,0,0,3103
23711,c:19725,angel,700000,0,0,1,0,0,0,0,0,0,0,3103
25796,c:235833,seed,6433000,3,0,0,0,0,0,0,0,0,1,3103
8361,c:27280,b,13500000,5,0,0,1,0,0,0,0,0,0,3104
17667,c:68400,c,12999994,5,0,0,0,1,0,0,0,0,0,3104
3864,c:17283,d,18500000,4,0,0,0,0,1,0,0,0,0,3104
11340,c:41023,d,40600000,0,0,0,0,0,1,0,0,0,0,3104
27578,c:256649,a,3315000,1,1,0,0,0,0,0,0,0,0,3106
26492,c:237773,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,3110
2515,c:2549,a,6000000,3,1,0,0,0,0,0,0,0,0,3111
5876,c:27779,e,12400000,3,0,0,0,0,0,1,0,0,0,3111
4101,c:17970,c,16000000,2,0,0,0,1,0,0,0,0,0,3111
23869,c:12608,d,16000000,5,0,0,0,0,1,0,0,0,0,3112
2531,c:8017,a,5000000,0,1,0,0,0,0,0,0,0,0,3112
6417,c:3006,c,14000000,4,0,0,0,1,0,0,0,0,0,3112
16815,c:142893,seed,2000,0,0,0,0,0,0,0,0,0,1,3112
5916,c:27971,b,6410000,2,0,0,1,0,0,0,0,0,0,3113
2539,c:6558,b,35000000,1,0,0,1,0,0,0,0,0,0,3113
25904,c:176568,seed,250000,0,0,0,0,0,0,0,0,0,1,3113
5901,c:27892,b,10000000,4,0,0,1,0,0,0,0,0,0,3113
5796,c:27429,e,20000000,11,0,0,0,0,0,1,0,0,0,3115
9421,c:45723,d,2750000,7,0,0,0,0,1,0,0,0,0,3115
10966,c:51808,a,3014998,2,1,0,0,0,0,0,0,0,0,3115
10959,c:1666,a,60000000,1,1,0,0,0,0,0,0,0,0,3116
10115,c:47691,b,21700000,5,0,0,1,0,0,0,0,0,0,3116
29634,c:270661,seed,2284354,0,0,0,0,0,0,0,0,0,1,3117
29973,c:161729,c,25000000,4,0,0,0,1,0,0,0,0,0,3118
26986,c:244956,seed,893738,0,0,0,0,0,0,0,0,0,1,3119
9313,c:45528,b,12200000,3,0,0,1,0,0,0,0,0,0,3119
26932,c:44090,seed,1454750,0,0,0,0,0,0,0,0,0,1,3120
26244,c:13117,c,20000000,2,0,0,0,1,0,0,0,0,0,3120
8397,c:34369,c,8000000,0,0,0,0,1,0,0,0,0,0,3120
26337,c:27559,f,658362,0,0,0,0,0,0,0,1,0,0,3120
4227,c:19006,c,7080000,3,0,0,0,1,0,0,0,0,0,3121
26672,c:43118,a,2500000,0,1,0,0,0,0,0,0,0,0,3122
10083,c:28880,e,25000000,5,0,0,0,0,0,1,0,0,0,3122
2610,c:488,d,26000000,4,0,0,0,0,1,0,0,0,0,3123
26370,c:240028,a,1500000,3,1,0,0,0,0,0,0,0,0,3124
26547,c:186538,seed,378813,0,0,0,0,0,0,0,0,0,1,3126
15427,c:43591,c,66000000,7,0,0,0,1,0,0,0,0,0,3128
26835,c:243568,seed,206910,0,0,0,0,0,0,0,0,0,1,3130
26699,c:32058,d,49000000,4,0,0,0,0,1,0,0,0,0,3131
12113,c:58254,b,11000000,2,0,0,1,0,0,0,0,0,0,3131
2429,c:7286,c,7800000,2,0,0,0,1,0,0,0,0,0,3132
17088,c:37366,b,500000,1,0,0,1,0,0,0,0,0,0,3133
943,c:1435,c,30000000,2,0,0,0,1,0,0,0,0,0,3134
12239,c:39185,c,6000000,4,0,0,0,1,0,0,0,0,0,3134
864,c:729,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,3134
15531,c:37647,e,8500000,0,0,0,0,0,0,1,0,0,0,3134
9544,c:25482,b,41000000,7,0,0,1,0,0,0,0,0,0,3135
15568,c:59608,b,23000000,4,0,0,1,0,0,0,0,0,0,3136
5471,c:25522,e,15000000,4,0,0,0,0,0,1,0,0,0,3137
2398,c:6931,c,14500000,6,0,0,0,1,0,0,0,0,0,3138
2704,c:9310,e,50000000,5,0,0,0,0,0,1,0,0,0,3138
19942,c:78219,a,4000000,2,1,0,0,0,0,0,0,0,0,3144
27198,c:6858,d,19000000,4,0,0,0,0,1,0,0,0,0,3145
2739,c:9495,b,11894260.33982300885,2,0,0,1,0,0,0,0,0,0,3145
27188,c:29842,a,18000000,2,1,0,0,0,0,0,0,0,0,3146
27298,c:25583,e,8000000,3,0,0,0,0,0,1,0,0,0,3146
27307,c:7814,a,14000000,0,1,0,0,0,0,0,0,0,0,3146
15693,c:35597,b,14000000,4,0,0,1,0,0,0,0,0,0,3148
15610,c:25851,c,15000000,3,0,0,0,1,0,0,0,0,0,3148
5874,c:17884,e,13000000,5,0,0,0,0,0,1,0,0,0,3148
9549,c:43530,c,6000000,4,0,0,0,1,0,0,0,0,0,3148
15719,c:52407,b,12100000,1,0,0,1,0,0,0,0,0,0,3149
15654,c:39603,d,25000000,1,0,0,0,0,1,0,0,0,0,3149
20023,c:47923,a,13000000,3,1,0,0,0,0,0,0,0,0,3150
8653,c:29553,c,7000000,0,0,0,0,1,0,0,0,0,0,3150
15752,c:60832,seed,1867970,5,0,0,0,0,0,0,0,0,1,3151
27562,c:236271,c,18632754.709923664122,1,0,0,0,1,0,0,0,0,0,3153
6204,c:13461,b,7300000,0,0,0,1,0,0,0,0,0,0,3153
27621,c:256806,seed,2000000,0,0,0,0,0,0,0,0,0,1,3154
27684,c:241277,b,4600000,1,0,0,1,0,0,0,0,0,0,3155
4446,c:1402,d,2800000,2,0,0,0,0,1,0,0,0,0,3156
15774,c:31017,e,73500000,3,0,0,0,0,0,1,0,0,0,3156
6238,c:30233,d,27000000,8,0,0,0,0,1,0,0,0,0,3157
10782,c:32167,d,23000000,9,0,0,0,0,1,0,0,0,0,3158
27831,c:43916,b,26600000,4,0,0,1,0,0,0,0,0,0,3160
23119,c:23102,e,20000000,7,0,0,0,0,0,1,0,0,0,3162
11584,c:36591,f,30000000,2,0,0,0,0,0,0,1,0,0,3163
11581,c:55474,a,15000000,2,1,0,0,0,0,0,0,0,0,3163
11580,c:55473,a,10800000,4,1,0,0,0,0,0,0,0,0,3163
26653,c:207325,a,3774999,0,1,0,0,0,0,0,0,0,0,3164
26782,c:34998,e,20000000,1,0,0,0,0,0,1,0,0,0,3165
10763,c:25383,b,36000000,6,0,0,1,0,0,0,0,0,0,3165
11645,c:18478,c,4000000,3,0,0,0,1,0,0,0,0,0,3165
743,c:1172,a,50000000,1,1,0,0,0,0,0,0,0,0,3165
23955,c:211154,b,3872993,1,0,0,1,0,0,0,0,0,0,3166
3535,c:15454,b,16000000,1,0,0,1,0,0,0,0,0,0,3166
27841,c:175546,b,12000000,3,0,0,1,0,0,0,0,0,0,3166
5841,c:16305,d,3000000,1,0,0,0,0,1,0,0,0,0,3168
8168,c:15604,a,36710000,3,1,0,0,0,0,0,0,0,0,3169
26600,c:17672,seed,1457896,0,0,0,0,0,0,0,0,0,1,3169
9586,c:30189,b,2000000,1,0,0,1,0,0,0,0,0,0,3169
5872,c:24623,f,13500000,2,0,0,0,0,0,0,1,0,0,3170
20293,c:37974,b,14000000,2,0,0,1,0,0,0,0,0,0,3170
6883,c:757,b,12000000,1,0,0,1,0,0,0,0,0,0,3170
15902,c:100155,b,6500000,3,0,0,1,0,0,0,0,0,0,3170
11715,c:56159,a,9200000,4,1,0,0,0,0,0,0,0,0,3171
15940,c:949,d,10000000,6,0,0,0,0,1,0,0,0,0,3172
12058,c:58119,b,10000000,3,0,0,1,0,0,0,0,0,0,3172
10078,c:47599,e,25000000,1,0,0,0,0,0,1,0,0,0,3173
21534,c:1213,e,11500000,4,0,0,0,0,0,1,0,0,0,3173
12143,c:58364,c,10000000,5,0,0,0,1,0,0,0,0,0,3176
16155,c:79806,b,33000000,3,0,0,1,0,0,0,0,0,0,3176
28507,c:61031,e,25000000,0,0,0,0,0,0,1,0,0,0,3176
16008,c:12950,b,10000000,1,0,0,1,0,0,0,0,0,0,3177
28952,c:25281,c,15439200,6,0,0,0,1,0,0,0,0,0,3181
9238,c:21790,c,19000000,3,0,0,0,1,0,0,0,0,0,3182
16101,c:17521,a,9000000,4,1,0,0,0,0,0,0,0,0,3184
12139,c:29408,b,10300000,7,0,0,1,0,0,0,0,0,0,3184
12446,c:55409,c,7872000,5,0,0,0,1,0,0,0,0,0,3185
16122,c:109607,e,44000000,4,0,0,0,0,0,1,0,0,0,3185
6739,c:33040,e,13000000,3,0,0,0,0,0,1,0,0,0,3190
20578,c:36717,e,23500000,5,0,0,0,0,0,1,0,0,0,3190
9734,c:46348,c,13960000,5,0,0,0,1,0,0,0,0,0,3190
9698,c:46272,d,16000000,5,0,0,0,0,1,0,0,0,0,3191
11930,c:57560,a,15000000,1,1,0,0,0,0,0,0,0,0,3191
16179,c:46386,c,15000000,4,0,0,0,1,0,0,0,0,0,3191
29143,c:3415,d,5000000,12,0,0,0,0,1,0,0,0,0,3191
9366,c:41164,c,10000000,7,0,0,0,1,0,0,0,0,0,3191
11933,c:37441,b,17000000,5,0,0,1,0,0,0,0,0,0,3192
15003,c:16567,d,15000000,5,0,0,0,0,1,0,0,0,0,3192
31449,c:801,d,10000000,1,0,0,0,0,1,0,0,0,0,3192
9442,c:45780,e,8000000,3,0,0,0,0,0,1,0,0,0,3193
30778,c:44503,b,13300000,0,0,0,1,0,0,0,0,0,0,3193
11991,c:18478,c,3000000,1,0,0,0,1,0,0,0,0,0,3194
6724,c:630,d,24800000,4,0,0,0,0,1,0,0,0,0,3194
891,c:1364,d,300000000,1,0,0,0,0,1,0,0,0,0,3195
746,c:158,b,30000000,2,0,0,1,0,0,0,0,0,0,3195
698,c:1070,c,23000000,3,0,0,0,1,0,0,0,0,0,3195
753,c:1191,b,16000000,2,0,0,1,0,0,0,0,0,0,3195
740,c:1020,b,4000000,1,0,0,1,0,0,0,0,0,0,3195
3462,c:14946,seed,250000,2,0,0,0,0,0,0,0,0,1,3195
29380,c:269186,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,3197
29422,c:269407,seed,4503100,3,0,0,0,0,0,0,0,0,1,3197
29391,c:41614,b,7200000,2,0,0,1,0,0,0,0,0,0,3197
29403,c:228703,b,14000000,2,0,0,1,0,0,0,0,0,0,3197
12042,c:22786,c,13500000,3,0,0,0,1,0,0,0,0,0,3198
6784,c:13796,a,2200000,1,1,0,0,0,0,0,0,0,0,3199
20685,c:23382,c,12000000,5,0,0,0,1,0,0,0,0,0,3200
12164,c:46368,c,30000000,6,0,0,0,1,0,0,0,0,0,3200
2750,c:9549,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,3202
6811,c:33653,f,22100000,10,0,0,0,0,0,0,1,0,0,3203
29691,c:50778,a,4999994,2,1,0,0,0,0,0,0,0,0,3203
26186,c:32288,seed,1313287,0,0,0,0,0,0,0,0,0,1,3204
16320,c:20117,e,30000000,6,0,0,0,0,0,1,0,0,0,3205
3530,c:9668,f,10000000,2,0,0,0,0,0,0,1,0,0,3205
28964,c:23018,e,4220435,0,0,0,0,0,0,1,0,0,0,3205
28948,c:38718,c,5811814,0,0,0,0,1,0,0,0,0,0,3207
29797,c:26799,seed,995000,0,0,0,0,0,0,0,0,0,1,3209
29882,c:170311,d,18913020,1,0,0,0,0,1,0,0,0,0,3210
29863,c:45308,b,550000,1,0,0,1,0,0,0,0,0,0,3210
9585,c:491,b,2000000,3,0,0,1,0,0,0,0,0,0,3211
30074,c:75936,a,10000000,1,1,0,0,0,0,0,0,0,0,3216
5120,c:24279,d,103000000,3,0,0,0,0,1,0,0,0,0,3216
27724,c:68400,seed,1549999,0,0,0,0,0,0,0,0,0,1,3221
7216,c:36310,d,4000000,2,0,0,0,0,1,0,0,0,0,3221
5945,c:28123,b,5850000,1,0,0,1,0,0,0,0,0,0,3223
6717,c:32950,a,6852075.901187812016,3,1,0,0,0,0,0,0,0,0,3224
6253,c:9467,c,8000000,1,0,0,0,1,0,0,0,0,0,3224
1443,c:2503,c,23000000,4,0,0,0,1,0,0,0,0,0,3225
9732,c:46349,d,3000000,1,0,0,0,0,1,0,0,0,0,3225
7350,c:37039,e,3500000,0,0,0,0,0,0,1,0,0,0,3226
11394,c:53969,e,2500000,0,0,0,0,0,0,1,0,0,0,3227
9745,c:38062,b,10000000,2,0,0,1,0,0,0,0,0,0,3227
25914,c:236632,seed,121230,0,0,0,0,0,0,0,0,0,1,3228
12728,c:43486,a,7500000,2,1,0,0,0,0,0,0,0,0,3229
30702,c:77603,f,35675638.417322834644,10,0,0,0,0,0,0,1,0,0,3229
28261,c:162618,seed,2499999,0,0,0,0,0,0,0,0,0,1,3230
9245,c:24530,e,16780000,4,0,0,0,0,0,1,0,0,0,3231
17089,c:37366,b,325000,1,0,0,1,0,0,0,0,0,0,3231
10285,c:48523,d,15000000,4,0,0,0,0,1,0,0,0,0,3232
16590,c:24834,d,20000000,5,0,0,0,0,1,0,0,0,0,3232
24999,c:61277,a,1000000,1,1,0,0,0,0,0,0,0,0,3232
3300,c:13545,a,3850000,1,1,0,0,0,0,0,0,0,0,3232
30665,c:40093,a,6600000,0,1,0,0,0,0,0,0,0,0,3232
12771,c:33987,c,50000000,3,0,0,0,1,0,0,0,0,0,3233
20887,c:169096,angel,2730940,0,0,1,0,0,0,0,0,0,0,3234
7625,c:38455,d,36236932,5,0,0,0,0,1,0,0,0,0,3236
10712,c:6705,b,4500000,1,0,0,1,0,0,0,0,0,0,3236
9013,c:44769,f,4000000,5,0,0,0,0,0,0,1,0,0,3237
6335,c:30801,b,10000000,1,0,0,1,0,0,0,0,0,0,3237
21083,c:52572,e,15000000,5,0,0,0,0,0,1,0,0,0,3238
21085,c:13270,a,2000000,3,1,0,0,0,0,0,0,0,0,3238
30937,c:11418,a,5300000,5,1,0,0,0,0,0,0,0,0,3239
12837,c:32786,d,7000000,1,0,0,0,0,1,0,0,0,0,3240
8295,c:3407,d,10000000,1,0,0,0,0,1,0,0,0,0,3241
7140,c:21312,d,15000000,0,0,0,0,0,1,0,0,0,0,3241
3520,c:15405,d,7000000,3,0,0,0,0,1,0,0,0,0,3241
31049,c:24797,e,30000000,6,0,0,0,0,0,1,0,0,0,3243
15008,c:4520,a,165000000,4,1,0,0,0,0,0,0,0,0,3246
21246,c:49465,b,23000000,5,0,0,1,0,0,0,0,0,0,3247
25804,c:105687,b,2000000,0,0,0,1,0,0,0,0,0,0,3247
17389,c:31880,c,55800000,4,0,0,0,1,0,0,0,0,0,3249
28066,c:260732,seed,1000000,0,0,0,0,0,0,0,0,0,1,3249
8107,c:3005,c,37000000,6,0,0,0,1,0,0,0,0,0,3252
6541,c:31964,d,60000000,5,0,0,0,0,1,0,0,0,0,3252
16846,c:22515,b,9150000,1,0,0,1,0,0,0,0,0,0,3254
7264,c:13893,b,3500000,1,0,0,1,0,0,0,0,0,0,3255
21363,c:84558,a,2722768,2,1,0,0,0,0,0,0,0,0,3256
21357,c:2519,d,21250000,3,0,0,0,0,1,0,0,0,0,3256
14863,c:50482,e,20000000,1,0,0,0,0,0,1,0,0,0,3256
30138,c:61296,e,8300000,0,0,0,0,0,0,1,0,0,0,3257
12985,c:16047,c,2700000,0,0,0,0,1,0,0,0,0,0,3257
3516,c:12306,b,6500000,0,0,0,1,0,0,0,0,0,0,3257
3410,c:14465,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,3257
3458,c:14889,a,3650000,1,1,0,0,0,0,0,0,0,0,3258
26685,c:47690,b,10000000,7,0,0,1,0,0,0,0,0,0,3258
29317,c:319,seed,1500000,1,0,0,0,0,0,0,0,0,1,3259
31693,c:43755,e,45000000,4,0,0,0,0,0,1,0,0,0,3259
17090,c:37366,b,310000,1,0,0,1,0,0,0,0,0,0,3260
4532,c:21187,a,10000000,2,1,0,0,0,0,0,0,0,0,3260
10775,c:11164,e,8400000,4,0,0,0,0,0,1,0,0,0,3260
31746,c:183,f,100000000,5,0,0,0,0,0,0,1,0,0,3260
31762,c:2605,e,12500000,0,0,0,0,0,0,1,0,0,0,3261
25721,c:25392,d,1499969,0,0,0,0,0,1,0,0,0,0,3262
31854,c:46294,e,11000000,5,0,0,0,0,0,1,0,0,0,3265
7419,c:37366,b,325000,1,0,0,1,0,0,0,0,0,0,3266
28618,c:265053,seed,1484494,0,0,0,0,0,0,0,0,0,1,3266
9468,c:41622,a,7500000,2,1,0,0,0,0,0,0,0,0,3267
30453,c:160451,d,11000200,4,0,0,0,0,1,0,0,0,0,3267
6658,c:17751,a,20000000,2,1,0,0,0,0,0,0,0,0,3268
13104,c:32011,c,3000000,3,0,0,0,1,0,0,0,0,0,3269
7445,c:36310,d,1247925,0,0,0,0,0,1,0,0,0,0,3269
17019,c:31467,b,1500000,0,0,0,1,0,0,0,0,0,0,3270
3148,c:12375,seed,25000,0,0,0,0,0,0,0,0,0,1,3271
29625,c:37966,d,40000000,5,0,0,0,0,1,0,0,0,0,3272
8841,c:44081,e,2540000,3,0,0,0,0,0,1,0,0,0,3272
6178,c:7556,c,1980000,0,0,0,0,1,0,0,0,0,0,3272
13119,c:46627,c,20553000,6,0,0,0,1,0,0,0,0,0,3272
5943,c:4088,c,6000000,3,0,0,0,1,0,0,0,0,0,3274
21580,c:31123,b,9000000,1,0,0,1,0,0,0,0,0,0,3275
7581,c:21312,e,9249999,0,0,0,0,0,0,1,0,0,0,3276
9634,c:25449,c,30500000,6,0,0,0,1,0,0,0,0,0,3277
6225,c:16189,e,10000000,1,0,0,0,0,0,1,0,0,0,3285
11404,c:29580,a,31612500,0,1,0,0,0,0,0,0,0,0,3285
1322,c:1891,b,7400000,5,0,0,1,0,0,0,0,0,0,3287
6042,c:28704,seed,1000000,0,0,0,0,0,0,0,0,0,1,3287
9437,c:45751,a,2640000,1,1,0,0,0,0,0,0,0,0,3287
12856,c:61755,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,3287
3698,c:16290,e,22000000,10,0,0,0,0,0,1,0,0,0,3287
8044,c:874,b,6829000,2,0,0,1,0,0,0,0,0,0,3287
20159,c:169512,angel,3000000,0,0,1,0,0,0,0,0,0,0,3287
13895,c:71114,angel,1000000,0,0,1,0,0,0,0,0,0,0,3287
23206,c:86172,angel,200000,1,0,1,0,0,0,0,0,0,0,3288
21682,c:31858,e,15000000,1,0,0,0,0,0,1,0,0,0,3289
25513,c:175279,seed,2999999,0,0,0,0,0,0,0,0,0,1,3289
13231,c:55473,b,15000000,4,0,0,1,0,0,0,0,0,0,3290
25458,c:23021,d,124233,0,0,0,0,0,1,0,0,0,0,3291
11492,c:54875,a,8000000,0,1,0,0,0,0,0,0,0,0,3293
5352,c:25149,e,50000000,6,0,0,0,0,0,1,0,0,0,3293
7770,c:39415,d,11000000,3,0,0,0,0,1,0,0,0,0,3294
5481,c:25577,b,21400000,8,0,0,1,0,0,0,0,0,0,3294
21769,c:78219,b,35000000,2,0,0,1,0,0,0,0,0,0,3295
13409,c:13590,e,5000000,0,0,0,0,0,0,1,0,0,0,3296
17091,c:37366,b,325000,1,0,0,1,0,0,0,0,0,0,3296
9569,c:46049,b,5800000,3,0,0,1,0,0,0,0,0,0,3297
21803,c:15563,d,50000000,5,0,0,0,0,1,0,0,0,0,3298
31589,c:257077,c,468000,0,0,0,0,1,0,0,0,0,0,3299
5173,c:24642,b,11000000,1,0,0,1,0,0,0,0,0,0,3299
21819,c:14514,b,5600000,6,0,0,1,0,0,0,0,0,0,3299
21879,c:1534,c,9000000,2,0,0,0,1,0,0,0,0,0,3302
6957,c:34682,b,22000000,4,0,0,1,0,0,0,0,0,0,3303
5170,c:24634,b,13000000,4,0,0,1,0,0,0,0,0,0,3303
21883,c:66843,a,7500000,3,1,0,0,0,0,0,0,0,0,3303
8190,c:41953,b,23000000,4,0,0,1,0,0,0,0,0,0,3304
